Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B01001001,ACS18_5yr_B01001002,ACS18_5yr_B01001003,ACS18_5yr_B01001004,ACS18_5yr_B01001005,ACS18_5yr_B01001006,ACS18_5yr_B01001007,ACS18_5yr_B01001008,ACS18_5yr_B01001009,ACS18_5yr_B01001010,ACS18_5yr_B01001011,ACS18_5yr_B01001012,ACS18_5yr_B01001013,ACS18_5yr_B01001014,ACS18_5yr_B01001015,ACS18_5yr_B01001016,ACS18_5yr_B01001017,ACS18_5yr_B01001018,ACS18_5yr_B01001019,ACS18_5yr_B01001020,ACS18_5yr_B01001021,ACS18_5yr_B01001022,ACS18_5yr_B01001023,ACS18_5yr_B01001024,ACS18_5yr_B01001025,ACS18_5yr_B01001026,ACS18_5yr_B01001027,ACS18_5yr_B01001028,ACS18_5yr_B01001029,ACS18_5yr_B01001030,ACS18_5yr_B01001031,ACS18_5yr_B01001032,ACS18_5yr_B01001033,ACS18_5yr_B01001034,ACS18_5yr_B01001035,ACS18_5yr_B01001036,ACS18_5yr_B01001037,ACS18_5yr_B01001038,ACS18_5yr_B01001039,ACS18_5yr_B01001040,ACS18_5yr_B01001041,ACS18_5yr_B01001042,ACS18_5yr_B01001043,ACS18_5yr_B01001044,ACS18_5yr_B01001045,ACS18_5yr_B01001046,ACS18_5yr_B01001047,ACS18_5yr_B01001048,ACS18_5yr_B01001049,ACS18_5yr_B01001001s,ACS18_5yr_B01001002s,ACS18_5yr_B01001003s,ACS18_5yr_B01001004s,ACS18_5yr_B01001005s,ACS18_5yr_B01001006s,ACS18_5yr_B01001007s,ACS18_5yr_B01001008s,ACS18_5yr_B01001009s,ACS18_5yr_B01001010s,ACS18_5yr_B01001011s,ACS18_5yr_B01001012s,ACS18_5yr_B01001013s,ACS18_5yr_B01001014s,ACS18_5yr_B01001015s,ACS18_5yr_B01001016s,ACS18_5yr_B01001017s,ACS18_5yr_B01001018s,ACS18_5yr_B01001019s,ACS18_5yr_B01001020s,ACS18_5yr_B01001021s,ACS18_5yr_B01001022s,ACS18_5yr_B01001023s,ACS18_5yr_B01001024s,ACS18_5yr_B01001025s,ACS18_5yr_B01001026s,ACS18_5yr_B01001027s,ACS18_5yr_B01001028s,ACS18_5yr_B01001029s,ACS18_5yr_B01001030s,ACS18_5yr_B01001031s,ACS18_5yr_B01001032s,ACS18_5yr_B01001033s,ACS18_5yr_B01001034s,ACS18_5yr_B01001035s,ACS18_5yr_B01001036s,ACS18_5yr_B01001037s,ACS18_5yr_B01001038s,ACS18_5yr_B01001039s,ACS18_5yr_B01001040s,ACS18_5yr_B01001041s,ACS18_5yr_B01001042s,ACS18_5yr_B01001043s,ACS18_5yr_B01001044s,ACS18_5yr_B01001045s,ACS18_5yr_B01001046s,ACS18_5yr_B01001047s,ACS18_5yr_B01001048s,ACS18_5yr_B01001049s
"08105","05000US08105","Rio Grande County","Rio Grande County, Colorado","co","050","00","ACSSF","0000066",,,,,"08","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11351,5696,340,393,375,323,77,212,15,198,300,301,253,310,243,498,390,173,263,190,114,311,245,115,57,5655,353,341,363,171,213,66,112,134,298,350,316,309,331,377,420,189,201,183,189,265,224,84,166,0,53.33333,38.78788,69.69697,66.06061,33.33333,38.18182,80.60606,7.878788,53.93939,66.06061,70.30303,53.93939,78.78788,53.93939,83.63636,58.78788,44.24242,49.09091,49.69697,29.09091,54.54546,38.18182,40,21.21212,53.33333,40.60606,57.57576,58.18182,24.84848,73.33334,49.09091,41.81818,57.57576,72.12122,18.78788,58.18182,57.57576,15.15152,13.93939,53.93939,43.0303,41.81818,38.18182,41.81818,40,46.66667,32.72727,41.81818
"08107","05000US08107","Routt County","Routt County, Colorado","co","050","00","ACSSF","0000067",,,,,"08","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24874,12915,519,748,566,491,363,157,168,392,1067,1037,1125,830,940,831,1056,331,527,309,487,459,252,97,163,11959,535,610,636,521,254,90,44,469,898,885,917,693,835,892,1017,461,510,419,403,368,218,188,96,0,75.75758,20.60606,70.30303,76.36364,62.42424,30.90909,67.87878,63.0303,62.42424,37.57576,55.75758,98.18182,96.9697,32.12121,24.84848,81.21212,56.36364,72.12122,60,79.39394,67.27273,42.42424,26.66667,36.9697,75.75758,18.78788,72.12122,78.78788,63.0303,24.24242,51.51515,30.90909,58.78788,51.51515,45.45454,72.12122,72.12122,20,32.12121,95.75758,76.36364,55.75758,70.30303,66.66666,64.24242,41.21212,41.21212,27.27273
"08109","05000US08109","Saguache County","Saguache County, Colorado","co","050","00","ACSSF","0000068",,,,,"08","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6468,3182,101,180,194,166,109,10,30,23,147,154,197,115,200,215,400,65,175,151,140,193,107,71,39,3286,226,251,219,75,42,13,0,131,113,160,184,131,200,236,251,113,261,111,124,221,106,64,54,0,53.93939,24.84848,25.45455,25.45455,17.57576,27.87879,5.454545,13.33333,7.878788,28.48485,24.84848,33.33333,27.87879,23.0303,23.63636,57.57576,21.81818,37.57576,35.15152,34.54546,31.51515,24.24242,23.0303,18.18182,53.93939,24.84848,28.48485,29.69697,16.9697,26.66667,11.51515,10.30303,36.36364,30.90909,29.09091,48.48485,23.63636,36.9697,29.09091,40.60606,26.06061,33.33333,34.54546,30.30303,40,17.57576,19.39394,32.12121
"08111","05000US08111","San Juan County","San Juan County, Colorado","co","050","00","ACSSF","0000069",,,,,"08","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,283,0,9,9,10,0,11,0,0,53,15,15,8,13,36,3,13,19,22,17,15,0,8,7,261,15,0,26,0,0,0,0,0,7,7,11,13,21,8,28,16,26,24,11,12,16,16,4,58.78788,40,7.272727,6.060606,6.060606,7.272727,7.272727,7.272727,7.272727,7.272727,22.42424,9.69697,7.878788,5.454545,7.272727,12.72727,1.818182,8.484848,9.090909,10.30303,7.878788,7.272727,7.272727,7.272727,6.060606,30.90909,9.090909,7.272727,11.51515,7.272727,7.272727,7.272727,7.272727,7.272727,4.848485,6.060606,5.454545,7.878788,9.69697,6.666667,10.30303,7.878788,10.90909,10.90909,6.060606,6.666667,8.484848,11.51515,4.242424
"08113","05000US08113","San Miguel County","San Miguel County, Colorado","co","050","00","ACSSF","0000070",,,,,"08","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7968,4215,153,215,279,103,84,13,36,129,352,385,251,350,320,310,383,122,186,154,137,137,78,20,18,3753,167,216,231,97,10,23,40,196,301,352,184,365,299,268,305,118,130,88,123,143,50,36,11,0,38.18182,11.51515,27.87879,32.12121,10.30303,22.42424,10.30303,15.75758,20,18.78788,23.0303,38.78788,37.57576,1.818182,6.060606,40,35.15152,35.75758,26.66667,28.48485,25.45455,14.54545,10.90909,10.90909,38.18182,20,32.72727,29.09091,4.242424,6.060606,12.12121,18.78788,34.54546,22.42424,37.57576,29.09091,30.30303,9.69697,10.30303,30.90909,26.06061,26.66667,21.21212,26.06061,24.24242,18.18182,19.39394,10.90909
"08115","05000US08115","Sedgwick County","Sedgwick County, Colorado","co","050","00","ACSSF","0000071",,,,,"08","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,1162,79,87,76,21,50,5,0,16,51,43,66,66,58,79,121,33,41,18,60,56,56,29,51,1188,75,52,84,65,15,14,9,8,52,30,96,41,43,91,102,23,50,32,43,59,72,51,81,0,40,24.24242,17.57576,16.36364,7.878788,16.9697,4.242424,7.272727,6.666667,13.33333,12.72727,21.81818,18.18182,13.93939,18.18182,18.78788,13.33333,7.878788,5.454545,12.12121,10.90909,12.12121,7.272727,12.12121,40,21.81818,15.15152,13.93939,16.9697,10.90909,9.090909,4.848485,6.666667,16.36364,11.51515,18.18182,11.51515,10.90909,16.36364,16.36364,6.060606,10.90909,8.484848,8.484848,12.72727,12.72727,13.93939,20
"08117","05000US08117","Summit County","Summit County, Colorado","co","050","00","ACSSF","0000072",,,,,"08","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30429,16684,733,689,861,380,173,215,75,868,1716,1440,1278,1477,1137,1415,1172,180,972,493,247,667,304,149,43,13745,577,586,751,454,385,139,120,552,1244,1203,1516,575,1012,965,1017,521,430,212,332,745,216,166,27,0,187.8788,69.09091,131.5152,129.697,72.12122,61.21212,87.27273,46.06061,82.42424,50.30303,65.45454,230.9091,261.2121,50.90909,166.6667,231.5152,58.78788,241.8182,115.1515,89.69697,120,51.51515,50.30303,27.27273,187.8788,66.06061,110.303,123.6364,66.06061,114.5455,95.15151,66.66666,153.9394,72.12122,2.424242,153.3333,143.0303,88.48485,47.27273,141.8182,100,90.90909,72.72727,87.27273,98.78788,49.69697,50.30303,20.60606
"08119","05000US08119","Teller County","Teller County, Colorado","co","050","00","ACSSF","0000073",,,,,"08","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24113,12157,495,591,613,458,212,72,106,351,553,572,696,544,783,1044,1345,520,678,621,526,734,317,223,103,11956,483,611,704,413,216,61,78,437,474,496,701,570,815,983,1371,426,766,352,766,587,282,177,187,0,110.9091,52.72727,89.69697,82.42424,31.51515,6.060606,27.87879,60,46.66667,25.45455,40,91.51515,78.78788,39.39394,31.51515,129.0909,107.2727,91.51515,78.18182,70.30303,76.36364,41.81818,46.66667,37.57576,110.9091,59.39394,91.51515,98.18182,47.27273,28.48485,32.72727,33.33333,86.66666,43.0303,11.51515,106.6667,69.69697,40,17.57576,101.8182,88.48485,101.8182,73.93939,77.57576,86.06061,53.33333,43.0303,53.93939
"08121","05000US08121","Washington County","Washington County, Colorado","co","050","00","ACSSF","0000074",,,,,"08","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4840,2510,137,180,182,112,47,15,5,125,148,166,159,135,142,162,170,115,56,80,81,91,136,34,32,2330,107,97,183,110,29,1,24,119,129,133,112,139,125,138,194,121,79,36,81,122,97,65,89,0,18.18182,10.90909,18.78788,18.18182,9.090909,3.030303,10.30303,5.454545,15.15152,12.72727,13.33333,25.45455,21.21212,16.36364,6.666667,21.21212,21.81818,12.72727,13.33333,15.15152,14.54545,12.12121,9.090909,7.878788,18.18182,7.878788,17.57576,18.78788,12.12121,20.60606,1.818182,12.72727,23.0303,10.30303,11.51515,23.0303,16.36364,8.484848,5.454545,21.21212,15.15152,13.93939,7.272727,11.51515,12.12121,15.15152,10.90909,14.54545
"08123","05000US08123","Weld County","Weld County, Colorado","co","050","00","ACSSF","0000075",,,,,"08","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295123,148627,11054,11713,11158,6309,4246,2463,1977,5275,11188,11313,11207,9321,9556,8957,8551,3611,4711,2447,3823,4140,2782,1620,1205,146496,10534,11194,10547,6081,4514,2331,1868,5094,10859,10634,10375,8862,9157,8855,9000,3662,4642,2965,3610,4419,3120,1871,2302,0,64.24242,9.69697,357.5757,358.7879,62.42424,50.90909,176.3636,198.1818,213.9394,34.54546,15.15152,241.2121,246.6667,52.12121,38.78788,273.3333,210.303,210.303,122.4242,172.7273,178.7879,126.6667,118.7879,98.78788,64.24242,6.060606,238.1818,238.7879,61.81818,49.69697,171.5152,156.9697,229.697,41.81818,9.090909,266.6667,267.8788,47.87879,33.93939,230.9091,194.5455,190.9091,173.9394,171.5152,183.6364,135.7576,118.1818,126.6667
"08125","05000US08125","Yuma County","Yuma County, Colorado","co","050","00","ACSSF","0000076",,,,,"08","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10069,5019,410,373,378,184,44,71,66,202,300,355,276,318,361,281,230,132,231,71,95,286,198,38,119,5050,363,429,413,151,118,43,40,164,282,300,174,335,288,328,327,108,165,197,85,276,131,162,171,0,41.21212,33.33333,51.51515,53.33333,23.0303,27.27273,44.24242,32.72727,48.48485,32.72727,56.36364,46.06061,56.36364,38.18182,19.39394,50.30303,37.57576,47.87879,29.69697,32.72727,34.54546,46.06061,13.33333,41.81818,41.21212,9.090909,72.12122,66.06061,13.93939,38.78788,32.12121,24.24242,40,9.69697,39.39394,41.81818,48.48485,35.75758,37.57576,50.90909,31.51515,43.0303,51.51515,24.84848,46.06061,42.42424,41.81818,40
